enrollment_id,participant_id,cohort_id,program_id,program_name,program_category,program_goal,delivery_language,delivery_mode,trainer_id,cohort_state,start_date,end_date,cohort_month,state,city,age_band,gender,employment_status,primary_device,digital_confidence,acquisition_channel,motivation,attendance_rate,risk_band,completion_status,completed_flag,pre_score,post_score,score_improvement,satisfaction_score,recommendation_score,employment_outcome,ticket_count,avg_resolution_hours,support_sla_rate
EN01476,PT0626,CH041,PRG05,Financial Literacy,Business,Community Upskilling,Hindi,In-person,TR02,Selangor,2025-06-23,2025-07-28,2025-06-01,Sabah,Kota Kinabalu,25-34,Male,Student,Shared device,High,Community partner,Employer requirement,1.0,On track,Completed,1,45.3,76.3,31.0,,,Not measured,0,,
EN01477,PT0655,CH041,PRG05,Financial Literacy,Business,Community Upskilling,Hindi,In-person,TR02,Selangor,2025-06-23,2025-07-28,2025-06-01,Sabah,Kota Kinabalu,35-44,Male,Employed,Laptop/Desktop,Low,Community partner,Job search,1.0,On track,Completed,1,63.9,82.7,18.8,5.0,10.0,Not measured,1,13.5,1.0
EN01478,PT0251,CH041,PRG05,Financial Literacy,Business,Community Upskilling,Hindi,In-person,TR02,Selangor,2025-06-23,2025-07-28,2025-06-01,Penang,George Town,25-34,Male,Student,Mobile,Low,Community partner,Job search,1.0,On track,Completed,1,56.7,78.5,21.8,5.0,10.0,Not measured,3,11.3,1.0
EN01479,PT0207,CH041,PRG05,Financial Literacy,Business,Community Upskilling,Hindi,In-person,TR02,Selangor,2025-06-23,2025-07-28,2025-06-01,Kuala Lumpur,North,25-34,Male,Job seeker,Laptop/Desktop,Medium,Employer,Career growth,1.0,On track,Completed,1,44.2,75.1,30.9,,,Not measured,0,,
EN01480,PT0413,CH041,PRG05,Financial Literacy,Business,Community Upskilling,Hindi,In-person,TR02,Selangor,2025-06-23,2025-07-28,2025-06-01,Sabah,Sandakan,18-24,Female,Job seeker,Mobile,Low,Employer,Job search,0.6,Watch,In progress / incomplete,0,35.0,56.3,21.3,4.0,7.0,Not measured,0,,
EN01481,PT0622,CH041,PRG05,Financial Literacy,Business,Community Upskilling,Hindi,In-person,TR02,Selangor,2025-06-23,2025-07-28,2025-06-01,Kuala Lumpur,South,25-34,Male,Self-employed,Laptop/Desktop,Medium,Organic,Digital confidence,1.0,On track,Completed,1,55.7,74.7,19.0,5.0,9.0,Not measured,0,,
EN01482,PT0104,CH041,PRG05,Financial Literacy,Business,Community Upskilling,Hindi,In-person,TR02,Selangor,2025-06-23,2025-07-28,2025-06-01,Selangor,Shah Alam,25-34,Male,Employed,Shared device,Medium,Employer,Digital confidence,0.4,High risk,Completed,1,54.1,64.7,10.6,4.0,8.0,Not measured,1,39.3,1.0
EN01483,PT0508,CH041,PRG05,Financial Literacy,Business,Community Upskilling,Hindi,In-person,TR02,Selangor,2025-06-23,2025-07-28,2025-06-01,Selangor,Shah Alam,35-44,Female,Employed,Mobile,Low,Organic,Job search,0.8,On track,Completed,1,77.2,100.0,22.8,4.0,10.0,Not measured,0,,
EN01484,PT0140,CH041,PRG05,Financial Literacy,Business,Community Upskilling,Hindi,In-person,TR02,Selangor,2025-06-23,2025-07-28,2025-06-01,Selangor,Klang,18-24,Male,Student,Shared device,Low,Employer,Career growth,0.6,Watch,Completed,1,64.1,82.3,18.2,,,Not measured,0,,
EN01485,PT0609,CH041,PRG05,Financial Literacy,Business,Community Upskilling,Hindi,In-person,TR02,Selangor,2025-06-23,2025-07-28,2025-06-01,Johor,Johor Bahru,25-34,Male,Student,Laptop/Desktop,High,Employer,Job search,1.0,On track,Completed,1,71.4,87.0,15.6,4.0,8.0,Not measured,0,,
EN01486,PT0128,CH041,PRG05,Financial Literacy,Business,Community Upskilling,Hindi,In-person,TR02,Selangor,2025-06-23,2025-07-28,2025-06-01,Kuala Lumpur,North,35-44,Male,Job seeker,Mobile,Medium,Community partner,Career growth,1.0,On track,Completed,1,50.6,83.1,32.5,5.0,9.0,Not measured,0,,
EN01487,PT0200,CH041,PRG05,Financial Literacy,Business,Community Upskilling,Hindi,In-person,TR02,Selangor,2025-06-23,2025-07-28,2025-06-01,Kuala Lumpur,Central,18-24,Female,Employed,Laptop/Desktop,Medium,Community partner,Job search,0.8,On track,Completed,1,55.8,82.7,26.9,4.0,7.0,Not measured,1,18.1,1.0
EN01488,PT0603,CH041,PRG05,Financial Literacy,Business,Community Upskilling,Hindi,In-person,TR02,Selangor,2025-06-23,2025-07-28,2025-06-01,Penang,George Town,25-34,Female,Employed,Mobile,Low,Community partner,Job search,0.4,High risk,Dropped,0,55.2,61.7,6.5,3.0,5.0,Not measured,0,,
EN01489,PT0714,CH042,PRG06,Project Delivery Fundamentals,Operations,Workforce Development,English,Hybrid,TR07,Kuala Lumpur,2025-07-07,2025-09-01,2025-07-01,Kuala Lumpur,South,25-34,Male,Job seeker,Mobile,High,Employer,Digital confidence,0.875,On track,Completed,1,69.4,96.0,26.6,4.0,9.0,Not measured,1,37.0,0.0
EN01490,PT0208,CH042,PRG06,Project Delivery Fundamentals,Operations,Workforce Development,English,Hybrid,TR07,Kuala Lumpur,2025-07-07,2025-09-01,2025-07-01,Johor,Johor Bahru,35-44,Female,Employed,Laptop/Desktop,Medium,Organic,Career growth,1.0,On track,Completed,1,58.3,79.9,21.6,5.0,10.0,Not measured,0,,
EN01491,PT0379,CH042,PRG06,Project Delivery Fundamentals,Operations,Workforce Development,English,Hybrid,TR07,Kuala Lumpur,2025-07-07,2025-09-01,2025-07-01,Selangor,Shah Alam,25-34,Female,Self-employed,Mobile,Low,Employer,Digital confidence,0.375,High risk,Completed,1,45.6,59.2,13.6,3.0,5.0,Not measured,0,,
EN01492,PT0614,CH042,PRG06,Project Delivery Fundamentals,Operations,Workforce Development,English,Hybrid,TR07,Kuala Lumpur,2025-07-07,2025-09-01,2025-07-01,Penang,George Town,18-24,Male,Self-employed,Laptop/Desktop,Low,Community partner,Digital confidence,1.0,On track,Completed,1,49.3,83.2,33.9,5.0,9.0,Not measured,1,34.7,0.0
EN01493,PT0403,CH042,PRG06,Project Delivery Fundamentals,Operations,Workforce Development,English,Hybrid,TR07,Kuala Lumpur,2025-07-07,2025-09-01,2025-07-01,Kuala Lumpur,Central,35-44,Female,Student,Mobile,Medium,Community partner,Digital confidence,0.75,On track,Completed,1,42.4,59.7,17.3,4.0,8.0,Not measured,0,,
EN01494,PT0043,CH042,PRG06,Project Delivery Fundamentals,Operations,Workforce Development,English,Hybrid,TR07,Kuala Lumpur,2025-07-07,2025-09-01,2025-07-01,Selangor,Petaling,18-24,Female,Employed,Mobile,High,Employer,Digital confidence,0.875,On track,Completed,1,55.0,81.9,26.9,3.0,5.0,Not measured,0,,
EN01495,PT0153,CH042,PRG06,Project Delivery Fundamentals,Operations,Workforce Development,English,Hybrid,TR07,Kuala Lumpur,2025-07-07,2025-09-01,2025-07-01,Kuala Lumpur,South,35-44,Male,Student,Laptop/Desktop,High,Referral,Career growth,1.0,On track,Completed,1,20.0,49.4,29.4,,,Not measured,1,9.0,1.0
EN01496,PT0423,CH042,PRG06,Project Delivery Fundamentals,Operations,Workforce Development,English,Hybrid,TR07,Kuala Lumpur,2025-07-07,2025-09-01,2025-07-01,Sabah,Kota Kinabalu,45+,Female,Job seeker,Mobile,Medium,Community partner,Job search,0.625,Watch,Completed,1,44.7,68.0,23.3,,,Not measured,0,,
EN01497,PT0210,CH042,PRG06,Project Delivery Fundamentals,Operations,Workforce Development,English,Hybrid,TR07,Kuala Lumpur,2025-07-07,2025-09-01,2025-07-01,Sabah,Sandakan,25-34,Female,Employed,Laptop/Desktop,Medium,Community partner,Job search,0.875,On track,Completed,1,71.4,91.7,20.3,5.0,10.0,Not measured,1,16.7,1.0
EN01498,PT0508,CH042,PRG06,Project Delivery Fundamentals,Operations,Workforce Development,English,Hybrid,TR07,Kuala Lumpur,2025-07-07,2025-09-01,2025-07-01,Selangor,Shah Alam,35-44,Female,Employed,Mobile,Low,Organic,Career growth,0.75,On track,Completed,1,40.9,55.8,14.9,5.0,7.0,Not measured,2,81.8,0.0
EN01499,PT0483,CH042,PRG06,Project Delivery Fundamentals,Operations,Workforce Development,English,Hybrid,TR07,Kuala Lumpur,2025-07-07,2025-09-01,2025-07-01,Sabah,Kota Kinabalu,35-44,Male,Job seeker,Mobile,Medium,Community partner,Job search,0.875,On track,Completed,1,39.7,62.8,23.1,4.0,8.0,Not measured,1,12.4,1.0
EN01500,PT0224,CH042,PRG06,Project Delivery Fundamentals,Operations,Workforce Development,English,Hybrid,TR07,Kuala Lumpur,2025-07-07,2025-09-01,2025-07-01,Sarawak,Kuching,18-24,Female,Self-employed,Laptop/Desktop,High,Community partner,Job search,1.0,On track,Completed,1,60.3,86.5,26.2,4.0,8.0,Not measured,0,,
EN01501,PT0380,CH042,PRG06,Project Delivery Fundamentals,Operations,Workforce Development,English,Hybrid,TR07,Kuala Lumpur,2025-07-07,2025-09-01,2025-07-01,Selangor,Klang,25-34,Female,Student,Laptop/Desktop,Medium,Organic,Employer requirement,0.875,On track,Completed,1,57.3,90.7,33.4,4.0,7.0,Not measured,1,12.0,1.0
EN01502,PT0248,CH042,PRG06,Project Delivery Fundamentals,Operations,Workforce Development,English,Hybrid,TR07,Kuala Lumpur,2025-07-07,2025-09-01,2025-07-01,Kuala Lumpur,South,45+,Male,Student,Mobile,Medium,Organic,Career growth,0.875,On track,Completed,1,47.8,69.3,21.5,4.0,8.0,Not measured,0,,
EN01503,PT0169,CH042,PRG06,Project Delivery Fundamentals,Operations,Workforce Development,English,Hybrid,TR07,Kuala Lumpur,2025-07-07,2025-09-01,2025-07-01,Kuala Lumpur,Central,35-44,Male,Employed,Laptop/Desktop,Low,Organic,Job search,0.5,Watch,Dropped,0,21.4,43.6,22.2,4.0,8.0,Not measured,0,,
EN01504,PT0300,CH042,PRG06,Project Delivery Fundamentals,Operations,Workforce Development,English,Hybrid,TR07,Kuala Lumpur,2025-07-07,2025-09-01,2025-07-01,Kuala Lumpur,North,18-24,Female,Student,Laptop/Desktop,Medium,Referral,Job search,0.875,On track,Completed,1,58.1,87.6,29.5,4.0,10.0,Not measured,0,,
EN01505,PT0302,CH042,PRG06,Project Delivery Fundamentals,Operations,Workforce Development,English,Hybrid,TR07,Kuala Lumpur,2025-07-07,2025-09-01,2025-07-01,Johor,Muar,25-34,Male,Self-employed,Laptop/Desktop,High,Employer,Career growth,0.875,On track,Completed,1,64.3,85.7,21.4,4.0,6.0,Not measured,0,,
EN01506,PT0168,CH042,PRG06,Project Delivery Fundamentals,Operations,Workforce Development,English,Hybrid,TR07,Kuala Lumpur,2025-07-07,2025-09-01,2025-07-01,Kuala Lumpur,South,35-44,Female,Job seeker,Laptop/Desktop,High,Community partner,Employer requirement,1.0,On track,Dropped,0,49.8,80.5,30.7,5.0,10.0,Not measured,0,,
EN01507,PT0002,CH042,PRG06,Project Delivery Fundamentals,Operations,Workforce Development,English,Hybrid,TR07,Kuala Lumpur,2025-07-07,2025-09-01,2025-07-01,Sarawak,Miri,25-34,Female,Student,Mobile,Medium,Referral,Career growth,1.0,On track,Completed,1,64.4,98.2,33.8,5.0,10.0,Not measured,1,2.4,1.0
EN01508,PT0287,CH042,PRG06,Project Delivery Fundamentals,Operations,Workforce Development,English,Hybrid,TR07,Kuala Lumpur,2025-07-07,2025-09-01,2025-07-01,Selangor,Klang,25-34,Male,Student,Laptop/Desktop,High,Community partner,Career growth,1.0,On track,Completed,1,71.3,97.3,26.0,4.0,7.0,Not measured,0,,
EN01509,PT0429,CH042,PRG06,Project Delivery Fundamentals,Operations,Workforce Development,English,Hybrid,TR07,Kuala Lumpur,2025-07-07,2025-09-01,2025-07-01,Sabah,Kota Kinabalu,18-24,Male,Job seeker,Laptop/Desktop,Low,Employer,Career growth,1.0,On track,Completed,1,53.1,78.3,25.2,4.0,8.0,Not measured,2,12.0,0.5
EN01510,PT0282,CH042,PRG06,Project Delivery Fundamentals,Operations,Workforce Development,English,Hybrid,TR07,Kuala Lumpur,2025-07-07,2025-09-01,2025-07-01,Penang,George Town,25-34,Female,Job seeker,Mobile,High,Employer,Career growth,0.75,On track,Completed,1,88.0,100.0,12.0,,,Not measured,1,39.0,1.0
EN01511,PT0377,CH042,PRG06,Project Delivery Fundamentals,Operations,Workforce Development,English,Hybrid,TR07,Kuala Lumpur,2025-07-07,2025-09-01,2025-07-01,Selangor,Klang,25-34,Female,Employed,Laptop/Desktop,Medium,Referral,Digital confidence,0.875,On track,Completed,1,57.5,74.7,17.2,5.0,10.0,Not measured,0,,
EN01512,PT0747,CH042,PRG06,Project Delivery Fundamentals,Operations,Workforce Development,English,Hybrid,TR07,Kuala Lumpur,2025-07-07,2025-09-01,2025-07-01,Sabah,Sandakan,18-24,Male,Employed,Laptop/Desktop,High,Community partner,Career growth,1.0,On track,Completed,1,62.6,83.7,21.1,4.0,7.0,Not measured,1,28.0,0.0
EN01513,PT0351,CH042,PRG06,Project Delivery Fundamentals,Operations,Workforce Development,English,Hybrid,TR07,Kuala Lumpur,2025-07-07,2025-09-01,2025-07-01,Sarawak,Kuching,18-24,Female,Employed,Mobile,Medium,Employer,Job search,0.75,On track,Completed,1,36.7,50.9,14.2,,,Not measured,0,,
EN01514,PT0470,CH042,PRG06,Project Delivery Fundamentals,Operations,Workforce Development,English,Hybrid,TR07,Kuala Lumpur,2025-07-07,2025-09-01,2025-07-01,Kuala Lumpur,Central,18-24,Male,Student,Laptop/Desktop,Medium,Community partner,Employer requirement,0.625,Watch,In progress / incomplete,0,47.2,65.1,17.9,4.0,9.0,Not measured,0,,
EN01515,PT0074,CH042,PRG06,Project Delivery Fundamentals,Operations,Workforce Development,English,Hybrid,TR07,Kuala Lumpur,2025-07-07,2025-09-01,2025-07-01,Sarawak,Kuching,25-34,Female,Job seeker,Laptop/Desktop,Medium,Employer,Employer requirement,1.0,On track,Completed,1,51.4,82.7,31.3,5.0,10.0,Not measured,0,,
EN01516,PT0128,CH042,PRG06,Project Delivery Fundamentals,Operations,Workforce Development,English,Hybrid,TR07,Kuala Lumpur,2025-07-07,2025-09-01,2025-07-01,Kuala Lumpur,North,35-44,Male,Job seeker,Mobile,Medium,Organic,Career growth,0.75,On track,In progress / incomplete,0,53.7,74.8,21.1,4.0,8.0,Not measured,1,6.4,1.0
EN01517,PT0685,CH042,PRG06,Project Delivery Fundamentals,Operations,Workforce Development,English,Hybrid,TR07,Kuala Lumpur,2025-07-07,2025-09-01,2025-07-01,Kuala Lumpur,North,25-34,Female,Student,Laptop/Desktop,High,Employer,Employer requirement,1.0,On track,Completed,1,53.9,79.8,25.9,4.0,7.0,Not measured,0,,
EN01518,PT0233,CH042,PRG06,Project Delivery Fundamentals,Operations,Workforce Development,English,Hybrid,TR07,Kuala Lumpur,2025-07-07,2025-09-01,2025-07-01,Sarawak,Miri,35-44,Female,Employed,Mobile,High,Referral,Employer requirement,0.875,On track,Completed,1,73.1,91.7,18.6,4.0,8.0,Not measured,0,,
EN01519,PT0365,CH042,PRG06,Project Delivery Fundamentals,Operations,Workforce Development,English,Hybrid,TR07,Kuala Lumpur,2025-07-07,2025-09-01,2025-07-01,Johor,Johor Bahru,25-34,Male,Self-employed,Mobile,Low,Organic,Job search,0.625,Watch,Dropped,0,20.4,35.8,15.4,,,Not measured,0,,
EN01520,PT0199,CH043,PRG01,Data Foundations,Data & Digital,Career Transition,English,Hybrid,TR06,Sarawak,2025-07-21,2025-09-15,2025-07-01,Penang,Seberang Perai,25-34,Male,Self-employed,Laptop/Desktop,Medium,Employer,Employer requirement,1.0,On track,Completed,1,72.1,92.2,20.1,,,No change reported,0,,
EN01521,PT0737,CH043,PRG01,Data Foundations,Data & Digital,Career Transition,English,Hybrid,TR06,Sarawak,2025-07-21,2025-09-15,2025-07-01,Kuala Lumpur,Central,35-44,Female,Student,Laptop/Desktop,Medium,Community partner,Career growth,0.875,On track,Completed,1,62.8,83.5,20.7,,,No change reported,1,33.9,1.0
EN01522,PT0677,CH043,PRG01,Data Foundations,Data & Digital,Career Transition,English,Hybrid,TR06,Sarawak,2025-07-21,2025-09-15,2025-07-01,Selangor,Shah Alam,35-44,Female,Self-employed,Mobile,Medium,Organic,Job search,0.875,On track,Completed,1,45.6,84.4,38.8,5.0,10.0,No change reported,1,15.8,0.0
EN01523,PT0411,CH043,PRG01,Data Foundations,Data & Digital,Career Transition,English,Hybrid,TR06,Sarawak,2025-07-21,2025-09-15,2025-07-01,Johor,Johor Bahru,25-34,Male,Job seeker,Mobile,Low,Community partner,Career growth,0.625,Watch,Completed,1,33.5,52.6,19.1,3.0,4.0,No change reported,1,14.1,0.0
EN01524,PT0167,CH043,PRG01,Data Foundations,Data & Digital,Career Transition,English,Hybrid,TR06,Sarawak,2025-07-21,2025-09-15,2025-07-01,Selangor,Klang,25-34,Male,Student,Laptop/Desktop,High,Community partner,Career growth,0.75,On track,Completed,1,61.9,92.0,30.1,3.0,4.0,Interview secured,0,,
EN01525,PT0650,CH043,PRG01,Data Foundations,Data & Digital,Career Transition,English,Hybrid,TR06,Sarawak,2025-07-21,2025-09-15,2025-07-01,Kuala Lumpur,North,18-24,Male,Employed,Laptop/Desktop,Medium,Employer,Career growth,0.875,On track,Completed,1,68.9,89.3,20.4,4.0,9.0,New role,0,,
EN01526,PT0512,CH043,PRG01,Data Foundations,Data & Digital,Career Transition,English,Hybrid,TR06,Sarawak,2025-07-21,2025-09-15,2025-07-01,Selangor,Petaling,35-44,Female,Job seeker,Laptop/Desktop,Medium,Community partner,Career growth,0.75,On track,Dropped,0,52.0,82.4,30.4,4.0,7.0,Not measured,0,,
EN01527,PT0312,CH043,PRG01,Data Foundations,Data & Digital,Career Transition,English,Hybrid,TR06,Sarawak,2025-07-21,2025-09-15,2025-07-01,Johor,Muar,35-44,Female,Job seeker,Laptop/Desktop,Medium,Organic,Career growth,0.875,On track,Completed,1,42.2,64.3,22.1,5.0,10.0,No change reported,1,29.2,1.0
EN01528,PT0601,CH043,PRG01,Data Foundations,Data & Digital,Career Transition,English,Hybrid,TR06,Sarawak,2025-07-21,2025-09-15,2025-07-01,Sarawak,Kuching,25-34,Female,Employed,Shared device,Medium,Organic,Career growth,1.0,On track,Completed,1,41.2,70.0,28.8,,,New role,1,18.0,1.0
EN01529,PT0444,CH043,PRG01,Data Foundations,Data & Digital,Career Transition,English,Hybrid,TR06,Sarawak,2025-07-21,2025-09-15,2025-07-01,Selangor,Shah Alam,45+,Male,Self-employed,Laptop/Desktop,Medium,Employer,Digital confidence,0.875,On track,Dropped,0,29.3,67.3,38.0,4.0,8.0,Not measured,0,,
EN01530,PT0110,CH043,PRG01,Data Foundations,Data & Digital,Career Transition,English,Hybrid,TR06,Sarawak,2025-07-21,2025-09-15,2025-07-01,Penang,George Town,25-34,Male,Employed,Laptop/Desktop,Medium,Organic,Career growth,1.0,On track,Completed,1,62.0,88.4,26.4,5.0,10.0,No change reported,0,,
EN01531,PT0322,CH043,PRG01,Data Foundations,Data & Digital,Career Transition,English,Hybrid,TR06,Sarawak,2025-07-21,2025-09-15,2025-07-01,Kuala Lumpur,Central,25-34,Male,Job seeker,Mobile,High,Organic,Job search,0.75,On track,Completed,1,27.5,50.9,23.4,4.0,9.0,Interview secured,0,,
EN01532,PT0145,CH043,PRG01,Data Foundations,Data & Digital,Career Transition,English,Hybrid,TR06,Sarawak,2025-07-21,2025-09-15,2025-07-01,Selangor,Shah Alam,25-34,Male,Student,Laptop/Desktop,Medium,Organic,Employer requirement,0.625,Watch,In progress / incomplete,0,54.1,78.2,24.1,3.0,4.0,Not measured,0,,
EN01533,PT0473,CH043,PRG01,Data Foundations,Data & Digital,Career Transition,English,Hybrid,TR06,Sarawak,2025-07-21,2025-09-15,2025-07-01,Selangor,Petaling,25-34,Male,Job seeker,Mobile,High,Community partner,Career growth,1.0,On track,Completed,1,36.1,74.0,37.9,5.0,10.0,No change reported,0,,
EN01534,PT0157,CH043,PRG01,Data Foundations,Data & Digital,Career Transition,English,Hybrid,TR06,Sarawak,2025-07-21,2025-09-15,2025-07-01,Johor,Muar,35-44,Female,Employed,Mobile,Low,Organic,Career growth,0.625,Watch,Completed,1,30.6,68.4,37.8,4.0,8.0,New role,0,,
EN01535,PT0545,CH043,PRG01,Data Foundations,Data & Digital,Career Transition,English,Hybrid,TR06,Sarawak,2025-07-21,2025-09-15,2025-07-01,Kuala Lumpur,North,25-34,Female,Student,Mobile,Low,Referral,Job search,0.875,On track,Completed,1,46.0,71.2,25.2,4.0,7.0,Interview secured,0,,
EN01536,PT0608,CH043,PRG01,Data Foundations,Data & Digital,Career Transition,English,Hybrid,TR06,Sarawak,2025-07-21,2025-09-15,2025-07-01,Sabah,Kota Kinabalu,25-34,Male,Job seeker,Mobile,High,Community partner,Job search,0.875,On track,In progress / incomplete,0,76.8,98.4,21.6,,,Not measured,0,,
EN01537,PT0201,CH043,PRG01,Data Foundations,Data & Digital,Career Transition,English,Hybrid,TR06,Sarawak,2025-07-21,2025-09-15,2025-07-01,Penang,George Town,25-34,Female,Job seeker,Mobile,Medium,Referral,Career growth,1.0,On track,Completed,1,71.6,95.4,23.8,4.0,8.0,Interview secured,0,,
EN01538,PT0051,CH043,PRG01,Data Foundations,Data & Digital,Career Transition,English,Hybrid,TR06,Sarawak,2025-07-21,2025-09-15,2025-07-01,Penang,George Town,18-24,Female,Employed,Mobile,Medium,Referral,Job search,0.75,On track,Completed,1,60.0,81.3,21.3,4.0,6.0,Interview secured,0,,
EN01539,PT0757,CH043,PRG01,Data Foundations,Data & Digital,Career Transition,English,Hybrid,TR06,Sarawak,2025-07-21,2025-09-15,2025-07-01,Kuala Lumpur,Central,45+,Female,Job seeker,Mobile,Low,Organic,Digital confidence,0.375,High risk,Dropped,0,33.1,43.4,10.3,3.0,5.0,Not measured,0,,
EN01540,PT0363,CH043,PRG01,Data Foundations,Data & Digital,Career Transition,English,Hybrid,TR06,Sarawak,2025-07-21,2025-09-15,2025-07-01,Selangor,Klang,35-44,Male,Job seeker,Laptop/Desktop,Medium,Organic,Career growth,0.875,On track,Completed,1,47.2,64.5,17.3,,,Interview secured,0,,
EN01541,PT0508,CH043,PRG01,Data Foundations,Data & Digital,Career Transition,English,Hybrid,TR06,Sarawak,2025-07-21,2025-09-15,2025-07-01,Selangor,Shah Alam,35-44,Female,Employed,Mobile,Low,Organic,Career growth,0.625,Watch,Completed,1,53.9,75.2,21.3,3.0,4.0,Interview secured,1,23.9,1.0
EN01542,PT0271,CH043,PRG01,Data Foundations,Data & Digital,Career Transition,English,Hybrid,TR06,Sarawak,2025-07-21,2025-09-15,2025-07-01,Selangor,Shah Alam,18-24,Male,Job seeker,Mobile,Medium,Referral,Job search,0.875,On track,Completed,1,43.3,71.0,27.7,4.0,7.0,Interview secured,0,,
EN01543,PT0462,CH043,PRG01,Data Foundations,Data & Digital,Career Transition,English,Hybrid,TR06,Sarawak,2025-07-21,2025-09-15,2025-07-01,Selangor,Klang,25-34,Female,Job seeker,Mobile,Medium,Community partner,Job search,0.625,Watch,Dropped,0,63.6,87.9,24.3,4.0,8.0,Not measured,0,,
EN01544,PT0727,CH043,PRG01,Data Foundations,Data & Digital,Career Transition,English,Hybrid,TR06,Sarawak,2025-07-21,2025-09-15,2025-07-01,Kuala Lumpur,North,35-44,Female,Employed,Laptop/Desktop,Medium,Community partner,Employer requirement,0.75,On track,Completed,1,48.7,76.1,27.4,4.0,7.0,No change reported,0,,
EN01545,PT0425,CH043,PRG01,Data Foundations,Data & Digital,Career Transition,English,Hybrid,TR06,Sarawak,2025-07-21,2025-09-15,2025-07-01,Selangor,Klang,45+,Female,Self-employed,Mobile,Medium,Referral,Job search,0.875,On track,Completed,1,46.9,63.4,16.5,4.0,9.0,No change reported,0,,
EN01546,PT0575,CH043,PRG01,Data Foundations,Data & Digital,Career Transition,English,Hybrid,TR06,Sarawak,2025-07-21,2025-09-15,2025-07-01,Kuala Lumpur,South,35-44,Male,Employed,Laptop/Desktop,Medium,Community partner,Job search,1.0,On track,Completed,1,56.2,83.4,27.2,5.0,10.0,Interview secured,0,,
EN01547,PT0506,CH043,PRG01,Data Foundations,Data & Digital,Career Transition,English,Hybrid,TR06,Sarawak,2025-07-21,2025-09-15,2025-07-01,Penang,George Town,45+,Male,Employed,Mobile,Medium,Community partner,Employer requirement,0.75,On track,Completed,1,42.4,66.5,24.1,,,No change reported,2,21.5,1.0
EN01548,PT0505,CH043,PRG01,Data Foundations,Data & Digital,Career Transition,English,Hybrid,TR06,Sarawak,2025-07-21,2025-09-15,2025-07-01,Kuala Lumpur,North,18-24,Female,Employed,Laptop/Desktop,Medium,Organic,Digital confidence,0.75,On track,Completed,1,60.8,77.9,17.1,3.0,6.0,New role,1,14.9,1.0
EN01549,PT0316,CH043,PRG01,Data Foundations,Data & Digital,Career Transition,English,Hybrid,TR06,Sarawak,2025-07-21,2025-09-15,2025-07-01,Kuala Lumpur,South,25-34,Male,Employed,Mobile,Medium,Community partner,Digital confidence,1.0,On track,Completed,1,56.3,75.4,19.1,5.0,10.0,New role,0,,
EN01550,PT0105,CH043,PRG01,Data Foundations,Data & Digital,Career Transition,English,Hybrid,TR06,Sarawak,2025-07-21,2025-09-15,2025-07-01,Sabah,Kota Kinabalu,25-34,Male,Self-employed,Mobile,High,Employer,Digital confidence,1.0,On track,Completed,1,62.2,90.1,27.9,,,No change reported,0,,
EN01551,PT0482,CH043,PRG01,Data Foundations,Data & Digital,Career Transition,English,Hybrid,TR06,Sarawak,2025-07-21,2025-09-15,2025-07-01,Johor,Muar,35-44,Female,Employed,Mobile,Medium,Organic,Career growth,1.0,On track,Completed,1,33.3,64.0,30.7,5.0,9.0,New role,2,25.0,1.0
EN01552,PT0693,CH043,PRG01,Data Foundations,Data & Digital,Career Transition,English,Hybrid,TR06,Sarawak,2025-07-21,2025-09-15,2025-07-01,Sarawak,Miri,25-34,Male,Employed,Mobile,Medium,Organic,Job search,0.75,On track,Completed,1,69.5,90.5,21.0,5.0,9.0,Interview secured,0,,
EN01553,PT0628,CH043,PRG01,Data Foundations,Data & Digital,Career Transition,English,Hybrid,TR06,Sarawak,2025-07-21,2025-09-15,2025-07-01,Selangor,Klang,25-34,Male,Job seeker,Laptop/Desktop,Medium,Organic,Job search,1.0,On track,Completed,1,63.1,90.5,27.4,,,New role,0,,
EN01554,PT0193,CH043,PRG01,Data Foundations,Data & Digital,Career Transition,English,Hybrid,TR06,Sarawak,2025-07-21,2025-09-15,2025-07-01,Selangor,Petaling,35-44,Male,Self-employed,Mobile,Medium,Community partner,Job search,0.875,On track,Completed,1,39.8,73.5,33.7,,,New role,0,,
EN01555,PT0351,CH044,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR07,Sarawak,2025-07-21,2025-09-29,2025-07-01,Sarawak,Kuching,18-24,Female,Employed,Mobile,Medium,Organic,Job search,0.7,Watch,Completed,1,77.7,97.6,19.9,5.0,10.0,Interview secured,1,5.4,1.0
EN01556,PT0429,CH044,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR07,Sarawak,2025-07-21,2025-09-29,2025-07-01,Sabah,Kota Kinabalu,18-24,Male,Job seeker,Laptop/Desktop,Low,Organic,Digital confidence,0.8,On track,Completed,1,61.8,86.6,24.8,4.0,7.0,New role,0,,
EN01557,PT0530,CH044,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR07,Sarawak,2025-07-21,2025-09-29,2025-07-01,Johor,Muar,45+,Female,Student,Mobile,Medium,Employer,Career growth,0.9,On track,Completed,1,64.3,80.7,16.4,,,No change reported,1,13.0,1.0
